run_id,paper_uid,virtual_poster_id,title,first_author,first_author_affiliation_raw,korean_affiliation_included,affiliation_location,primary_affiliation_category,classification_confidence,classification_basis,classification_evidence_url,has_foreign_coaffiliation,foreign_institution_korean_person_status,foreign_identity_evidence_url,official_ecva_record_url,official_programme_data_url,prior_dataset_status,reaudit_diff_status,record_scope
eccv2026-reaudit-2026-09-10,704afe073992cbe4813cae2f7715336f,3312,MonoArt: Progressive Structural Reasoning for Monocular Articulated 3D Reconstruction,Haitian Li,Nanyang Technological University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/3312,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,7143d7fbadfa4693b9eec507d9d37443,3285,Region-Aware Multimodal Interleaving for Animal Re-Identification,Yihao Wu,University of Auckland,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/3285,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,20858f1e658fbbcfd3f79a73df858e81,5641,StratoSplat: Taming Layered Regularities for Sparse Aerial 3D Gaussian Splatting,Zihan Gao,Xidian University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/5641,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,0ec29ebfebc8170bf981e16247ca1298,5241,Restoring Linguistic Grounding in VLA Models via Train-Free Attention Recalibration,Ninghao Zhang,", Tsinghua University",false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/5241,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,7f2776f553fe2d5f8bc9a0e0a6d9ec12,4948,"Towards Flexible, Natural, Efficient Interaction for Conversational Talking Face Generation",Baiqin Wang,MAIS,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/4948,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,c8d12113e2258af31914e88130b917f6,4266,Parsimonious Flow Matching for Efficient Image Generation,Tianjiao Ding,University of Pennsylvania,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/4266,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,3cc578f087ea520aefaaf92c802c1a34,3996,When W4A4 Breaks Camouflaged Object Detection: Token-Group Dual-Constraint Activation Quantization,Tianqi Li,Nankai University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/3996,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,b71f5aaf3371c2cdfb7a7c0497f569d4,4994,DreamPartGen: Semantically Grounded Part-Level 3D Generation via Collaborative Latent Denoising,Tianjiao (Joey) Yu,UIUC,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/4994,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,11b01bd09f8d22fecc14d3418f83caab,5576,Less is More: A Simple yet Effective Object-Centric Prompting Strategy for Vision-Language Reasoning in Autonomous Driving,Saiqian Peng,Wuhan University of Technology,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/5576,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,237168031d88451c78fd8d6d6378c0b2,4251,OmniHuman: A Large-scale Dataset and Benchmark for Human-Centric Video Generation,Lei Zhu,Peking University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/4251,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,b105e5a192f80ef3ec4ee4756af089a3,4317,OmniMamba: Efficient and Unified Multimodal Understanding and Generation via State Space Models,Jialv Zou,Huazhong University of Science and Technology,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/4317,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,856fc81623da2150ba2210ba1b51d241,3431,Revisiting Avatar-As-Image: High-Fidelity Registration is All You Need,Margaret Kostyrko,Eberhard-Karls-Universität Tübingen,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/3431,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,3e6ad89fe36086fb79126e36c659f5df,4057,SCORE: SubDistribution-aware Collaborative Knowledge Reinforcing for Cloth-Hybrid Lifelong Person Re-Identification,Kunlun Xu,Peking University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/4057,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,cd10c7f376188a4a2ca3e8fea2c03aeb,3671,STANCE: Controllable Video Generation for Structured Dynamics via Sparse-To-dense ANChored Encoding,ZhiFei Chen,The Hong Kong University of Science and Technology (Guangzhou),false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/3671,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,b571ecea16a9824023ee1af16897a582,3379,StereoGS: Sparse-View 3D Gaussian Splatting via Stereo Priors,Wenhao Yuan,South China University of Technology,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/3379,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,488e4104520c6aab692863cc1dba45af,4597,ZMIS-SAM: Segment Anything Model Enhanced With Wavelet Transform For Zooplankton Microscopy Image Instance Segmentation,Dekun Yuan,China University of Petroleum (East China),false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/4597,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,d0921d442ee91b896ad95059d13df618,3654,Adaptive Neural Dynamics for Robust Geometric LiDAR-Inertial State Estimation on UAVs,Sitian Peng,Tongji University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/3654,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,89113bde06950fede1c11c346ea78046,5712,AFFMAE: Scalable Vision Pre-Training for High-Resolution Microscopy Segmentation on Desktop Hardware,David Smerkous,Oregon State University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/5712,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,512c5cad6c37edb98ae91c8a76c3a291,3427,ESTANet: Efficient Online Error Detection in Procedural Videos via Prediction Inconsistency,Shih-Po Lee,Northeastern University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/3427,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,7d411dca7348327b71e894c52e76eeeb,4106,"If It's Not Efficient, It's Not Usable: Real-Time OOD Detection with Latent De-Biasing and High-Quality Negative Samples",Yuchuan Li,Queen's University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/4106,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,bb41d7ba746e551cbae52d2aaab4f625,5877,OBBSeg: Irregular Lesion Segmentation under Oriented Bounding Box Annotations,Jun Wei,Shenzhen University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/5877,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,a6bb4faacdff9dcdcb6f6e22bc51eac9,5699,How Far Are Video Models from True Multimodal Reasoning?,Xiaotian Zhang,Zhejiang University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/5699,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,fc2022c89b61c76bbef978f1370660bf,4751,Scene Generation at Absolute Scale: Utilizing Semantic and Geometric Guidance From Text for Accurate and Interpretable 3D Indoor Scene Generation,Stefan Ainetter,Huawei Technologies Ltd.,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/4751,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,cb59b747f88a35e0d452377f60f7c25f,4156,RainODE: Continuous-Time Precipitation Forecasting with Latent Neural ODEs,Yeeun Seong,Korea Advanced Institute of Science & Technology,true,Republic_of_Korea,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,direct_affiliation_mapping,Exact ECVA affiliation mapped to a Korean higher-education or science-and-technology institution.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/4156,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,ac3f493742d14eee1e4e4ae00f2704f6,5876,ReShift: Aha-Moment-Driven Reasoning-Level Backdoor Attacks on Vision–Language Models,Zhihao Dou,Case Western Reserve University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/5876,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,e00944d55e6432ccf20f9fda2492b6fd,5144,AnyFlow: Any-Step Video Diffusion Model with On-Policy Flow Map Distillation,Yuchao Gu,National University of Singapore,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/5144,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,4e0d67e54ad6626e957d15b08ae128a6,3422,Human Mesh Modeling for Anny Body,Romain Brégier,NAVER LABS Europe,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/3422,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,b52340b4de4566b804c9880aa0b4af5f,4154,PPTArena: A Benchmark for PowerPoint Editing,Michael Ofengenden,"University of Illinois at Urbana-Champaign; University of California, Berkeley",false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/4154,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,ba530cdf0a884348613f2aaa3a5ba5e8,5548,Tuning Real-World Image Restoration at Inference: A Test-Time Scaling Paradigm for Flow Matching Models,Purui Bai,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/5548,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,e0ab531ec312161511493b002f9be2ee,3525,Video2Reaction: Mapping Video to Audience Reaction Distribution in the Wild,Trang Nguyen,University of Massachusetts Amherst,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/3525,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,ae7d9dc853482ef5146fb11f73f93b0b,5959,Why Linear Probing Works: Non-Vacuous Generalization Bounds via Effective Dimension,Dongxin Guo,The University of Hong Kong,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/5959,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,b1c5390a0134fb5edeb8bef14441045b,5231,Dense Reward for Multi-View 3D Reasoning with Global Maps and Local Views,Jiho Choi,Korea Advanced Institute of Science and Technology,true,Republic_of_Korea,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,direct_affiliation_mapping,Exact ECVA affiliation mapped to a Korean higher-education or science-and-technology institution.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/5231,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,c563c2c394023a07d56ad6b3eb09537a,3949,Different Changes Require Different Reasoning: Change-Type-Specialized Experts for Robust Change Captioning,Jiyoung Park,Kyung Hee University,true,Republic_of_Korea,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,direct_affiliation_mapping,Exact ECVA affiliation mapped to a Korean higher-education or science-and-technology institution.,,false,not_applicable_first_author_has_Korean_affiliation,,https://eccv.ecva.net/virtual/2026/poster/3949,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,present,unchanged,all_ECCV_main_poster_papers
eccv2026-reaudit-2026-09-10,be3b0b544433b768685e3436621590ff,4302,Frequency Director: Learnable Mixture of Frequency Experts for Unified Concealed Scene Segmentation,Guangqian Guo,Northwestern Polytechnical University,false,not_classified_as_Korea,FOREIGN_OR_UNVERIFIED_AFFILIATION,not_assessed,Not included by the Korean-affiliation map.,,false,not_determined_no_identity_inference,,https://eccv.ecva.net/virtual/2026/poster/4302,https://eccv.ecva.net/static/virtual/data/eccv-2026-orals-posters.json,added_in_reaudit,added,all_ECCV_main_poster_papers
