paper_uid,virtual_poster_id,title,eccv_first_author_name,eccv_first_author_affiliation_raw,primary_affiliation_category,candidate_identity_key,identity_resolution_status,identity_profile_url,identity_evidence_summary,top_tier_venue_scope,prior_work_cutoff,prior_work_eligibility_rule,minimum_confirmed_prior_eligible_top_tier_first_author_count,previous_eligible_top_tier_first_author_count,previous_explicit_cofirst_author_count,is_first_eligible_top_tier_first_author,first_paper_determination_status,evidence_ledger_row_count,count_confidence,official_ecva_record_url,notes
371bce7dc83817b7893bcdeed13799b5,3203,EgoExo-Con: Exploring View-Invariant Video Temporal Understanding,Minjoon Jung,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_zrrap3,resolved,https://minjoong507.github.io/bio.html,Official biography identifies Minjoon Jung as SNU PhD student advised by Byoung-Tak Zhang; research in video/multimodal AI matches the ECCV candidate.,CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",0,,,,identity_resolved_prior_work_review_incomplete,0,partial,https://eccv.ecva.net/virtual/2026/poster/3203,"Official site lists WACV 2025 first-author work, outside scope; no scoped prior was verified and exact zero is not asserted."
9b70e8fe62e40c570a322f1b0b659098,3225,Training-Free Refinement of Flow Matching with Divergence-based Sampling,Yeonwoo Cha,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_ghq2dv,resolved,https://yeonwoo378.github.io/,"Yeonwoo Cha's official KAIST/Vision and Learning Lab personal site identifies the author as a KAIST computer-science master's student and lists the exact ECCV 2026 Training-Free Refinement of Flow Matching with Divergence-based Sampling paper. The site also lists FlowBind (ICLR 2026) and Simulation-Free Training of Neural ODEs on Paired Data (NeurIPS 2024), with Yeonwoo not first-listed on the latter.",CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",0,0,,yes,confirmed_first,0,high,https://eccv.ecva.net/virtual/2026/poster/3225,The official publication list was checked against the defined venues and cutoff. FlowBind is an ICLR 2026 conference paper whose conference proceedings are after the 2026-03-05 cutoff; the NeurIPS 2024 paper is not first-listed by Yeonwoo Cha. The ECCV 2026 paper is also after the cutoff. No eligible prior first-listed scoped work was found.
11b921ef080f7736089c757404650e40,3241,Streaming Dense Voxel Representations for 3D Occupancy Prediction,Seokha Moon,Korea University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_mfsxnt,resolved,https://moonseokha.github.io/,"Seokha Moon's official personal site identifies him as a Korea University Vision & AI Lab PhD student, gives a Korea University email, and lists autonomous-driving/3D perception research. The official ECCV 2024 VisionTrap project and proceedings PDF list Seokha Moon first with Korea University affiliation, linking the same identity and topic trajectory to the ECCV candidate.",CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",1,,,no,confirmed_not_first,1,partial,https://eccv.ecva.net/virtual/2026/poster/3241,At least one eligible prior first-listed main-conference paper is verified. Exact count is not asserted because exhaustive review of all eligible venues remains incomplete. Other reviewed works such as WACV 2024 and WACV 2026 are outside the fixed venue scope.
5487315b1286f907165907aa8fc96619,3265,CoT-PL: Chain-of-Thought Pseudo-Labeling for Open-Vocabulary Object Detection,Hojun Choi,KAIST AI,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_e8zy4y,resolved,https://hchoi256.github.io/,The personal homepage identifies Hojun Choi at KAIST AI and lists both ECCV 2026 first-listed papers and the complete preceding publication list.,CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",0,0,,yes,confirmed_first,0,medium,https://eccv.ecva.net/virtual/2026/poster/3265,Before the cutoff the listed main-venue papers place Hojun Choi after the first author. The only pre-cutoff first-listed item is a CVPR workshop paper and is excluded by the fixed venue scope.
e4bb4c5173c2ce17fd8fcd40041c068f,3266,Open-Vocabulary BEV Segmentation with 3D-Aware Geometric Constraints,Hojun Choi,KAIST AI,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_e8zy4y,resolved,https://hchoi256.github.io/,The personal homepage identifies Hojun Choi at KAIST AI and lists both ECCV 2026 first-listed papers and the complete preceding publication list.,CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",0,0,,yes,confirmed_first,0,medium,https://eccv.ecva.net/virtual/2026/poster/3266,Before the cutoff the listed main-venue papers place Hojun Choi after the first author. The only pre-cutoff first-listed item is a CVPR workshop paper and is excluded by the fixed venue scope.
2e65f2f2fdaf6c699b223c61b1b5ab89,3276,MoScale: Autoregressive Next-Scale Prediction for Human Motion Generation and Editing,Inwoo Hwang,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_jdrqn8,resolved,https://inwoohwang.me/,"The candidate's ECCV topic and SNU affiliation match Inwoo Hwang's official personal site, which identifies him as an SNU 3D-vision PhD candidate and lists SceneMI with the same motion-generation research profile.",CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",1,,,no,confirmed_not_first,1,partial,https://eccv.ecva.net/virtual/2026/poster/3276,"One eligible first-listed ICCV 2025 paper is verified. The profile also mentions other 2025 works and a CVPR 2025 acceptance, but those are not all first-listed and an exhaustive venue-by-venue count was not completed."
b137fdd1f79d56c7edf3365fea7520f2,3278,Universal Image Immunization against Diffusion-based Image Editing via Semantic Injection,Chanhui Lee,POSTECH,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_hrvtmd,resolved,https://cvlab.postech.ac.kr/page/members,"The official POSTECH Computer Vision Lab members page identifies Chanhui Lee under AI Safety. The official CVPR 2025 Open Access record lists Chanhui Lee first for Data-free Universal Adversarial Perturbation, and the author/topic/coauthor match (including Jeany Son) links that record to the POSTECH candidate.",CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",1,,,no,confirmed_not_first,1,partial,https://eccv.ecva.net/virtual/2026/poster/3278,One verified eligible first-listed CVPR paper establishes a positive prior count. An exhaustive exact count was not asserted because no complete official CV/publication list was located.
2dace78f80bc92e6d7493423d729448e,3287,Posterior Samplings are Missing Modalities Generators for Medical Image Translation,Jonghun Kim,Sungkyunkwan University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_14o5u5o,resolved,https://pubmed.ncbi.nlm.nih.gov/41520577/,"The official PubMed record identifies Jonghun Kim as first author and Sungkyunkwan University/Center for Neuroscience Imaging Research affiliate on a medical-image synthesis paper, matching the ECCV queue's medical-image topic and affiliation.",CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",0,,,,identity_resolved_prior_work_review_incomplete,0,partial,https://eccv.ecva.net/virtual/2026/poster/3287,"No eligible prior top-tier first-listed paper was located in the official PubMed/arXiv records reviewed. The available records are not an exhaustive official CV, so exact zero is not asserted. The 2026 ECCV paper itself is after the cutoff."
f7e9050c92a851b0016442ab604b0488,3303,MASS: Motion-Aligned Selective Scan for Flow-Based Video Frame Interpolation,Jun-Sang YOO,Korea University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_emre,resolved,https://junsang7777.github.io/,"Jun-Sang Yoo's official personal site identifies him as a Korea University Integrated M.S./Ph.D. student in the Deep Image Processing Lab and lists MASS, matching the ECCV candidate title, affiliation, and video-frame-interpolation topic. The site's publication list also links the prior ICCV 2023 VOS-VFI paper.",CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",2,,,no,confirmed_not_first,2,high,https://eccv.ecva.net/virtual/2026/poster/3303,One eligible first-listed ICCV paper is sufficient to determine that the candidate is not a first eligible paper author. The profile and official CV/publication sources were not exhaustively reconciled across every eligible venue for an exact count.
49c9adb18e44be0711a94e827042f630,3308,Anti-Prompt: Image Protection against Text-Guided Image-to-Video Generation,Yeonghwan Song,GIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_zv9xh,resolved,https://jeanyson.github.io/lab/members/,The official GIST ViRL Lab members page lists Yeonghwan Song as an M.S./Ph.D. integrated student with a GIST email. The same lab's official publications page lists his ICCV 2023 first-author paper and CVPR 2025 coauthored paper; the ECCV record confirms the candidate paper and GIST-affiliated identity.,CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",1,,,no,confirmed_not_first,1,partial,https://eccv.ecva.net/virtual/2026/poster/3308,One eligible prior first-listed ICCV paper was verified. His CVPR 2025 paper is second-listed and therefore not counted. Review was not exhaustive across all scoped venues; exact count is not asserted.
2f885d0fbe2e131bfc9d98363e55d1d4,3321,Selective Synergistic Learning for Video Object-Centric Learning,WonJun Moon,Sungkyunkwan University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_1x65kxi,resolved,https://wjun0830.github.io/,"WonJun Moon's official personal site identifies him as a Sungkyunkwan University-trained researcher and lists the ECCV 2026 candidate paper. Its publication history matches the official CVPR 2023 and AAAI 2023 records below, establishing identity and author continuity.",CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",1,,,no,confirmed_not_first,1,partial,https://eccv.ecva.net/virtual/2026/poster/3321,At least two eligible prior first-listed main-conference papers were verified. The CVPR 2023 paper marks WonJun Moon and Sangeek Hyun as equal contributors; it remains first-listed and is counted under the audit rule. Exact count is not asserted because review was not exhaustive. ECCV 2026 paper is after cutoff and excluded. QA removed non-qualifying evidence rows; count reflects first-listed eligible works only.
ffeed84c7cb1ae7bf4ec4bd78275bb98,3364,Source-Agnostic Image Translation Based on Latent Aware Adaptive Masking,Tomislav Dobrički,Chung-Ang University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_wa4xuq,resolved,https://openreview.net/profile?id=~Tomislav_Dobri%C4%8Dki1,The official OpenReview profile identifies Tomislav Dobrički as a Chung-Ang University PhD student with confirmed ai.cau.ac.kr email and advisor Byung-Woo Hong. The official ICTC 2022 program also lists Tomislav Dobrički with Chung-Ang University; the ECVA candidate title and affiliation match this identity.,CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",0,,,,identity_resolved_prior_work_review_incomplete,0,partial,https://eccv.ecva.net/virtual/2026/poster/3364,The verified 2019 ICIST and 2022 ICTC works are outside the defined venue scope. The ECCV 2026 Source-Agnostic paper is after the cutoff. No eligible prior first-listed work was found in the limited review; exact zero is not asserted.
c8ba76c279269b1c6bc8a07e38e78fa4,3383,ProSR: Semantic-Prototype-Guided Discrete Modeling for Physically Consistent SAR Super-Resolution,Byoungwoo Kim,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_18w3st,unresolved,,"The ECCV 2026 ProSR result identifies a Byoungwoo Kim, but available search results did not provide an official KAIST/personal profile establishing that this person is the candidate in the queue.",CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",0,,,,blocked_on_identity_review,0,unresolved,https://eccv.ecva.net/virtual/2026/poster/3383,No eligible prior work entered without authoritative identity linkage. The ProSR ECCV 2026 result is after the cutoff and is not counted.
d759175de8ea5b1d9a2660e45554894f,3398,TriMotion: Modality-Agnostic Camera Control for Video Generation,Seunghyun Shin,"AI Graduate School, Gwangju Institute of Science and Technology(GIST)",KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_hebl81,resolved,https://www.seunghyunshin.com/,"Seunghyun Shin's official personal site identifies him as a GIST AI Graduate School PhD candidate, gives a gm.gist.ac.kr email, and lists the matching TriMotion ECCV 2026 work plus the same visual-generation research trajectory as the ECVA candidate.",CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",2,,,no,confirmed_not_first,2,partial,https://eccv.ecva.net/virtual/2026/poster/3398,Two verified pre-cutoff eligible first-listed papers establish that the candidate is not a first eligible paper author. The exact prior count was not exhaustively reconciled across every scoped venue.
d010396ca8abf6ead8cacc2c2f2f26c7,3461,Why Can't I Open My Drawer? Mitigating Object-Driven Shortcuts in Zero-Shot Compositional Action Recognition,Geo Ahn,Kyung Hee University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,cai_18fxd9z,resolved,https://ahngeo.github.io/,"Geo Ahn's official personal page identifies him as a recent Kyung Hee University CSE MS graduate advised by Jinwoo Choi and lists the exact ECCV 2026 queue paper as first author. The same page lists DEVIAS at ECCV 2024 with Geo Ahn first, establishing a verified eligible prior.",CVPR; ICCV; ECCV; NeurIPS; ICLR; ICML; SIGGRAPH; SIGGRAPH Asia; IROS; ICRA; RA-L,2026-03-05T23:00:00+01:00,"Main-conference full paper or RA-L journal article published on or before the cutoff; first-listed authorship only. Workshops, posters, demos, abstracts, and unverified identity matches are excluded.",1,1,,no,confirmed_not_first,1,high,https://eccv.ecva.net/virtual/2026/poster/3461,DEVIAS is the verified earlier eligible first-listed paper. The personal publication list also shows only excluded workshop/preprint items besides the ECCV 2024 paper and the post-cutoff ECCV 2026 paper.
